ID,City,Group_size,Age,MPI#Mean,TOM,BUMO,BUMO_Previous,MostFavourite,Gender,Age#Group#2,MPI#2,Occupation,Occupation#group,Year
458207,1.0,3.0,34.0,5499.0,16.0,16.0,12.0,16.0,1.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
459787,1.0,3.0,38.0,5499.0,16.0,16.0,12.0,16.0,1.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
729375,5.0,3.0,45.0,5499.0,16.0,16.0,11.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2019
739684,1.0,3.0,52.0,5499.0,16.0,16.0,10.0,16.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2019
768874,0.0,3.0,39.0,5499.0,16.0,16.0,11.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2019
779711,1.0,3.0,45.0,5499.0,16.0,16.0,11.0,16.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2019
779883,5.0,3.0,25.0,5499.0,16.0,16.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2019
782797,5.0,3.0,21.0,5499.0,16.0,16.0,13.0,16.0,1.0,20 - 24 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2019
783137,5.0,3.0,28.0,5499.0,16.0,16.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2019
792058,1.0,3.0,34.0,5499.0,16.0,16.0,12.0,16.0,1.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2019
799561,2.0,3.0,50.0,5499.0,16.0,16.0,10.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2019
800134,5.0,3.0,28.0,5499.0,16.0,16.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2019
800856,1.0,3.0,51.0,5499.0,16.0,16.0,10.0,16.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2019
802966,4.0,3.0,44.0,5499.0,16.0,16.0,11.0,16.0,1.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,23.0,0.0,2019
808797,0.0,3.0,36.0,5499.0,16.0,16.0,12.0,16.0,1.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2019
812081,1.0,3.0,32.0,5499.0,16.0,16.0,12.0,16.0,1.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2019
812792,0.0,3.0,34.0,5499.0,16.0,16.0,12.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2019
818279,1.0,3.0,50.0,5499.0,16.0,16.0,10.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2019
818453,1.0,3.0,36.0,5499.0,16.0,16.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2019
826337,1.0,3.0,48.0,5499.0,16.0,16.0,11.0,16.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2019
828520,0.0,3.0,55.0,5499.0,16.0,16.0,10.0,16.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2019
832795,0.0,3.0,43.0,5499.0,16.0,16.0,11.0,16.0,1.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2019
840036,0.0,3.0,24.0,5499.0,16.0,16.0,13.0,16.0,1.0,20 - 24 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2019
841702,0.0,3.0,23.0,5499.0,16.0,16.0,13.0,16.0,1.0,20 - 24 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2019
843729,0.0,3.0,30.0,5499.0,16.0,16.0,12.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2019
844773,0.0,3.0,27.0,5499.0,16.0,16.0,13.0,16.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2019
365717,5.0,3.0,25.0,5499.0,16.0,16.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
366452,0.0,3.0,34.0,5499.0,16.0,16.0,12.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2018
366855,0.0,3.0,34.0,5499.0,16.0,16.0,12.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
368419,0.0,3.0,28.0,5499.0,16.0,16.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
371398,1.0,3.0,38.0,5499.0,16.0,16.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,25.0,5.0,2018
373685,3.0,3.0,27.0,5499.0,16.0,16.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,11.0,6.0,2018
378154,0.0,3.0,28.0,5499.0,16.0,16.0,13.0,16.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
379200,5.0,3.0,27.0,5499.0,16.0,16.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2018
382217,1.0,3.0,34.0,5499.0,16.0,16.0,12.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
383731,0.0,3.0,35.0,5499.0,16.0,16.0,12.0,16.0,1.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
383803,0.0,3.0,32.0,5499.0,16.0,16.0,12.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,11.0,6.0,2018
384239,1.0,3.0,26.0,5499.0,16.0,16.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
392015,2.0,3.0,53.0,5499.0,16.0,16.0,10.0,16.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,20.0,1.0,2018
399259,2.0,3.0,29.0,5499.0,16.0,16.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,25.0,5.0,2018
402504,5.0,3.0,46.0,5499.0,16.0,16.0,11.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,11.0,6.0,2018
402940,5.0,3.0,29.0,5499.0,16.0,16.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
409131,1.0,3.0,50.0,5499.0,16.0,16.0,10.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2018
410854,1.0,3.0,23.0,5499.0,16.0,16.0,13.0,16.0,1.0,20 - 24 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
410858,1.0,3.0,31.0,5499.0,16.0,16.0,12.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
411456,1.0,3.0,25.0,5499.0,16.0,16.0,13.0,16.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
411459,1.0,3.0,35.0,5499.0,16.0,16.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
411679,1.0,3.0,22.0,5499.0,16.0,16.0,13.0,16.0,1.0,20 - 24 y.o.,2.VND 4.5m - VND 8.9m,18.0,1.0,2018
412527,5.0,3.0,33.0,5499.0,16.0,16.0,12.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,25.0,5.0,2018
415173,2.0,3.0,37.0,5499.0,16.0,16.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,11.0,6.0,2018
419054,0.0,3.0,22.0,5499.0,16.0,16.0,13.0,16.0,0.0,20 - 24 y.o.,2.VND 4.5m - VND 8.9m,18.0,1.0,2018
427010,2.0,3.0,32.0,5499.0,16.0,16.0,12.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,11.0,6.0,2018
433700,1.0,3.0,34.0,5499.0,16.0,16.0,12.0,16.0,1.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
437271,2.0,3.0,36.0,5499.0,16.0,16.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,11.0,6.0,2018
440522,2.0,3.0,54.0,5499.0,16.0,16.0,10.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
441907,1.0,3.0,28.0,5499.0,16.0,16.0,13.0,16.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
442575,2.0,3.0,40.0,5499.0,16.0,16.0,11.0,16.0,0.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
443563,1.0,3.0,30.0,5499.0,16.0,16.0,12.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,11.0,6.0,2018
443648,1.0,3.0,52.0,5499.0,16.0,16.0,10.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
443653,1.0,3.0,30.0,5499.0,16.0,16.0,12.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,17.0,6.0,2018
444589,0.0,3.0,26.0,5499.0,16.0,16.0,13.0,16.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,17.0,6.0,2018
444596,0.0,3.0,27.0,5499.0,16.0,16.0,13.0,16.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
445325,2.0,3.0,28.0,5499.0,16.0,16.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
448071,1.0,3.0,26.0,5499.0,16.0,16.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,18.0,1.0,2018
450135,1.0,3.0,25.0,5499.0,16.0,16.0,13.0,16.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,12.0,2.0,2018
451937,2.0,3.0,42.0,5499.0,16.0,16.0,11.0,16.0,0.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,11.0,6.0,2018
452319,5.0,3.0,38.0,5499.0,16.0,16.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,11.0,6.0,2018
452522,1.0,3.0,27.0,5499.0,16.0,16.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
452747,1.0,3.0,31.0,5499.0,16.0,16.0,12.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
453578,1.0,3.0,27.0,5499.0,16.0,16.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
455623,1.0,3.0,56.0,5499.0,16.0,16.0,10.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
456549,3.0,3.0,39.0,5499.0,16.0,16.0,11.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2018
460230,5.0,3.0,44.0,5499.0,16.0,16.0,11.0,16.0,0.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,11.0,6.0,2018
460591,5.0,3.0,35.0,5499.0,16.0,16.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,11.0,6.0,2018
742145,5.0,3.0,37.0,5499.0,16.0,16.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,7.0,5.0,2019
758482,5.0,3.0,17.0,5499.0,16.0,16.0,14.0,16.0,0.0,16 - 19 y.o.,2.VND 4.5m - VND 8.9m,18.0,1.0,2019
769578,2.0,3.0,43.0,5499.0,16.0,16.0,11.0,16.0,0.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2019
789849,2.0,3.0,35.0,5499.0,16.0,16.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2019
799951,5.0,3.0,37.0,5499.0,16.0,16.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2019
801651,1.0,3.0,56.0,5499.0,16.0,16.0,10.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2019
808380,2.0,3.0,35.0,5499.0,16.0,16.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2019
811860,0.0,3.0,49.0,5499.0,16.0,16.0,10.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2019
815658,1.0,3.0,49.0,5499.0,16.0,16.0,10.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,25.0,5.0,2019
816390,0.0,3.0,38.0,5499.0,16.0,16.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,25.0,5.0,2019
816870,4.0,3.0,26.0,5499.0,16.0,16.0,13.0,16.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2019
817646,1.0,3.0,37.0,5499.0,16.0,16.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2019
818161,5.0,3.0,53.0,5499.0,16.0,16.0,10.0,16.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,0.0,2.0,2019
820298,4.0,3.0,22.0,5499.0,16.0,16.0,13.0,16.0,1.0,20 - 24 y.o.,2.VND 4.5m - VND 8.9m,18.0,1.0,2019
823958,0.0,3.0,24.0,5499.0,16.0,16.0,13.0,16.0,0.0,20 - 24 y.o.,2.VND 4.5m - VND 8.9m,7.0,5.0,2019
824937,2.0,3.0,48.0,5499.0,16.0,16.0,11.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,7.0,5.0,2019
824946,2.0,3.0,42.0,5499.0,16.0,16.0,11.0,16.0,0.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,7.0,5.0,2019
830994,0.0,3.0,49.0,5499.0,16.0,16.0,10.0,16.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,7.0,5.0,2019
832113,2.0,3.0,35.0,5499.0,16.0,16.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2019
834833,3.0,3.0,16.0,5499.0,16.0,16.0,14.0,16.0,1.0,16 - 19 y.o.,2.VND 4.5m - VND 8.9m,18.0,1.0,2019
840384,0.0,3.0,31.0,5499.0,16.0,16.0,12.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2019
844617,0.0,3.0,34.0,5499.0,16.0,16.0,12.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2019
846912,0.0,3.0,22.0,5499.0,16.0,16.0,13.0,16.0,1.0,20 - 24 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2019
847035,0.0,3.0,28.0,5499.0,16.0,16.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2019
849399,0.0,3.0,23.0,5499.0,16.0,16.0,13.0,16.0,0.0,20 - 24 y.o.,2.VND 4.5m - VND 8.9m,25.0,5.0,2019
849570,0.0,3.0,28.0,5499.0,16.0,16.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2019
853002,0.0,3.0,26.0,5499.0,16.0,16.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,17.0,6.0,2019
853862,1.0,3.0,49.0,5499.0,16.0,16.0,10.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,25.0,5.0,2019
368352,3.0,3.0,35.0,6999.0,16.0,16.0,14.0,16.0,1.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
368448,2.0,3.0,39.0,6999.0,16.0,16.0,13.0,16.0,1.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
369377,2.0,3.0,45.0,6999.0,16.0,16.0,13.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
372188,5.0,3.0,51.0,6999.0,16.0,16.0,12.0,16.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
386309,5.0,3.0,29.0,6999.0,16.0,16.0,14.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,11.0,6.0,2018
391973,2.0,3.0,57.0,6999.0,16.0,16.0,11.0,16.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
392042,2.0,3.0,34.0,6999.0,16.0,16.0,14.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
392344,1.0,3.0,48.0,6999.0,16.0,16.0,12.0,16.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
394595,2.0,3.0,33.0,6999.0,16.0,16.0,14.0,16.0,1.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
407599,2.0,3.0,47.0,6999.0,16.0,16.0,12.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
411334,1.0,3.0,33.0,6999.0,16.0,16.0,14.0,16.0,1.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,17.0,6.0,2018
411662,1.0,3.0,45.0,6999.0,16.0,16.0,13.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
415227,5.0,3.0,45.0,6999.0,16.0,16.0,13.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,11.0,6.0,2018
415301,2.0,3.0,39.0,6999.0,16.0,16.0,13.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
417511,0.0,3.0,25.0,6999.0,16.0,16.0,15.0,16.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
