ID,Daypart,Visit#Daypart
103030,5 PM - before 9 PM,2.0
104631,5 PM - before 9 PM,2.0
104727,5 PM - before 9 PM,2.0
104728,5 PM - before 9 PM,2.0
104729,5 PM - before 9 PM,2.0
106231,5 PM - before 9 PM,2.0
106570,5 PM - before 9 PM,2.0
106571,5 PM - before 9 PM,2.0
106572,5 PM - before 9 PM,2.0
106576,5 PM - before 9 PM,2.0
106579,5 PM - before 9 PM,2.0
106580,5 PM - before 9 PM,2.0
106582,5 PM - before 9 PM,2.0
106585,5 PM - before 9 PM,2.0
106616,5 PM - before 9 PM,2.0
106726,5 PM - before 9 PM,2.0
108597,5 PM - before 9 PM,2.0
108600,5 PM - before 9 PM,2.0
108670,5 PM - before 9 PM,2.0
108980,5 PM - before 9 PM,2.0
109132,5 PM - before 9 PM,2.0
109165,5 PM - before 9 PM,2.0
109224,5 PM - before 9 PM,2.0
109225,5 PM - before 9 PM,2.0
110386,5 PM - before 9 PM,2.0
118023,5 PM - before 9 PM,2.0
118026,5 PM - before 9 PM,2.0
118200,5 PM - before 9 PM,2.0
118397,5 PM - before 9 PM,2.0
118401,5 PM - before 9 PM,2.0
118402,5 PM - before 9 PM,2.0
119547,5 PM - before 9 PM,2.0
119548,5 PM - before 9 PM,2.0
119803,5 PM - before 9 PM,2.0
121216,5 PM - before 9 PM,2.0
121218,5 PM - before 9 PM,2.0
121221,5 PM - before 9 PM,2.0
121485,5 PM - before 9 PM,2.0
121536,5 PM - before 9 PM,2.0
121542,5 PM - before 9 PM,2.0
121567,5 PM - before 9 PM,2.0
121568,5 PM - before 9 PM,2.0
121580,5 PM - before 9 PM,2.0
121611,5 PM - before 9 PM,2.0
121613,5 PM - before 9 PM,2.0
121624,5 PM - before 9 PM,2.0
121639,5 PM - before 9 PM,2.0
121643,5 PM - before 9 PM,2.0
121679,5 PM - before 9 PM,2.0
121689,5 PM - before 9 PM,2.0
122711,5 PM - before 9 PM,2.0
122871,5 PM - before 9 PM,2.0
122921,5 PM - before 9 PM,2.0
122946,5 PM - before 9 PM,2.0
122971,5 PM - before 9 PM,2.0
123380,5 PM - before 9 PM,2.0
123902,5 PM - before 9 PM,2.0
123904,5 PM - before 9 PM,2.0
123908,5 PM - before 9 PM,2.0
126826,5 PM - before 9 PM,2.0
133134,5 PM - before 9 PM,2.0
133930,5 PM - before 9 PM,2.0
134379,5 PM - before 9 PM,2.0
134483,5 PM - before 9 PM,2.0
134485,5 PM - before 9 PM,2.0
134486,5 PM - before 9 PM,2.0
134617,5 PM - before 9 PM,2.0
134834,5 PM - before 9 PM,2.0
134931,5 PM - before 9 PM,2.0
134933,5 PM - before 9 PM,2.0
134935,5 PM - before 9 PM,2.0
134937,5 PM - before 9 PM,2.0
134938,5 PM - before 9 PM,2.0
134940,5 PM - before 9 PM,2.0
134941,5 PM - before 9 PM,2.0
134943,5 PM - before 9 PM,2.0
134947,5 PM - before 9 PM,2.0
134952,5 PM - before 9 PM,2.0
134955,5 PM - before 9 PM,2.0
134959,5 PM - before 9 PM,2.0
134961,5 PM - before 9 PM,2.0
134962,5 PM - before 9 PM,2.0
134963,5 PM - before 9 PM,2.0
134970,5 PM - before 9 PM,2.0
134971,5 PM - before 9 PM,2.0
135013,5 PM - before 9 PM,2.0
135016,5 PM - before 9 PM,2.0
135018,5 PM - before 9 PM,2.0
135053,5 PM - before 9 PM,2.0
135055,5 PM - before 9 PM,2.0
135085,5 PM - before 9 PM,2.0
135357,5 PM - before 9 PM,2.0
135364,5 PM - before 9 PM,2.0
135367,5 PM - before 9 PM,2.0
135372,5 PM - before 9 PM,2.0
135374,5 PM - before 9 PM,2.0
135556,5 PM - before 9 PM,2.0
135608,5 PM - before 9 PM,2.0
135834,5 PM - before 9 PM,2.0
136103,5 PM - before 9 PM,2.0
136381,5 PM - before 9 PM,2.0
136396,5 PM - before 9 PM,2.0
136400,5 PM - before 9 PM,2.0
136426,5 PM - before 9 PM,2.0
136430,5 PM - before 9 PM,2.0
136432,5 PM - before 9 PM,2.0
136438,5 PM - before 9 PM,2.0
136439,5 PM - before 9 PM,2.0
138100,5 PM - before 9 PM,2.0
138106,5 PM - before 9 PM,2.0
138107,5 PM - before 9 PM,2.0
138149,5 PM - before 9 PM,2.0
138212,5 PM - before 9 PM,2.0
138213,5 PM - before 9 PM,2.0
138334,5 PM - before 9 PM,2.0
138338,5 PM - before 9 PM,2.0
138416,5 PM - before 9 PM,2.0
138421,5 PM - before 9 PM,2.0
138425,5 PM - before 9 PM,2.0
138505,5 PM - before 9 PM,2.0
138512,5 PM - before 9 PM,2.0
138526,5 PM - before 9 PM,2.0
138530,5 PM - before 9 PM,2.0
138531,5 PM - before 9 PM,2.0
138590,5 PM - before 9 PM,2.0
138625,5 PM - before 9 PM,2.0
138626,5 PM - before 9 PM,2.0
138639,5 PM - before 9 PM,2.0
138640,5 PM - before 9 PM,2.0
138729,5 PM - before 9 PM,2.0
138752,5 PM - before 9 PM,2.0
138768,5 PM - before 9 PM,2.0
138770,5 PM - before 9 PM,2.0
138771,5 PM - before 9 PM,2.0
138865,5 PM - before 9 PM,2.0
138868,5 PM - before 9 PM,2.0
138909,5 PM - before 9 PM,2.0
138910,5 PM - before 9 PM,2.0
138917,5 PM - before 9 PM,2.0
138919,5 PM - before 9 PM,2.0
138920,5 PM - before 9 PM,2.0
138921,5 PM - before 9 PM,2.0
138951,5 PM - before 9 PM,2.0
139025,5 PM - before 9 PM,2.0
139951,5 PM - before 9 PM,2.0
139952,5 PM - before 9 PM,2.0
139956,5 PM - before 9 PM,2.0
139957,5 PM - before 9 PM,2.0
139958,5 PM - before 9 PM,2.0
139987,5 PM - before 9 PM,2.0
139989,5 PM - before 9 PM,2.0
139994,5 PM - before 9 PM,2.0
140008,5 PM - before 9 PM,2.0
140030,5 PM - before 9 PM,2.0
140095,5 PM - before 9 PM,2.0
140096,5 PM - before 9 PM,2.0
140099,5 PM - before 9 PM,2.0
140100,5 PM - before 9 PM,2.0
140132,5 PM - before 9 PM,2.0
140142,5 PM - before 9 PM,2.0
140233,5 PM - before 9 PM,2.0
140248,5 PM - before 9 PM,2.0
140279,5 PM - before 9 PM,2.0
140293,5 PM - before 9 PM,2.0
140296,5 PM - before 9 PM,2.0
140306,5 PM - before 9 PM,2.0
140314,5 PM - before 9 PM,2.0
140331,5 PM - before 9 PM,2.0
140361,5 PM - before 9 PM,2.0
140389,5 PM - before 9 PM,2.0
140390,5 PM - before 9 PM,2.0
140394,5 PM - before 9 PM,2.0
140396,5 PM - before 9 PM,2.0
140398,5 PM - before 9 PM,2.0
140401,5 PM - before 9 PM,2.0
140402,5 PM - before 9 PM,2.0
140409,5 PM - before 9 PM,2.0
140426,5 PM - before 9 PM,2.0
140681,5 PM - before 9 PM,2.0
140683,5 PM - before 9 PM,2.0
140717,5 PM - before 9 PM,2.0
358485,5 PM - before 9 PM,2.0
358634,5 PM - before 9 PM,2.0
358635,5 PM - before 9 PM,2.0
359632,5 PM - before 9 PM,2.0
359874,5 PM - before 9 PM,2.0
359885,5 PM - before 9 PM,2.0
359945,5 PM - before 9 PM,2.0
360220,5 PM - before 9 PM,2.0
360511,5 PM - before 9 PM,2.0
360525,5 PM - before 9 PM,2.0
364511,5 PM - before 9 PM,2.0
364677,5 PM - before 9 PM,2.0
367348,5 PM - before 9 PM,2.0
368245,5 PM - before 9 PM,2.0
368563,5 PM - before 9 PM,2.0
368602,5 PM - before 9 PM,2.0
369533,5 PM - before 9 PM,2.0
369847,5 PM - before 9 PM,2.0
370069,5 PM - before 9 PM,2.0
371397,5 PM - before 9 PM,2.0
371399,5 PM - before 9 PM,2.0
371873,5 PM - before 9 PM,2.0
377402,5 PM - before 9 PM,2.0
377783,5 PM - before 9 PM,2.0
377785,5 PM - before 9 PM,2.0
378872,5 PM - before 9 PM,2.0
378878,5 PM - before 9 PM,2.0
381317,5 PM - before 9 PM,2.0
381390,5 PM - before 9 PM,2.0
381392,5 PM - before 9 PM,2.0
381393,5 PM - before 9 PM,2.0
381395,5 PM - before 9 PM,2.0
382217,5 PM - before 9 PM,2.0
382222,5 PM - before 9 PM,2.0
382754,5 PM - before 9 PM,2.0
395730,5 PM - before 9 PM,2.0
395732,5 PM - before 9 PM,2.0
395916,5 PM - before 9 PM,2.0
396259,5 PM - before 9 PM,2.0
398379,5 PM - before 9 PM,2.0
398380,5 PM - before 9 PM,2.0
398942,5 PM - before 9 PM,2.0
401631,5 PM - before 9 PM,2.0
407567,5 PM - before 9 PM,2.0
410852,5 PM - before 9 PM,2.0
410855,5 PM - before 9 PM,2.0
410858,5 PM - before 9 PM,2.0
410860,5 PM - before 9 PM,2.0
410988,5 PM - before 9 PM,2.0
411312,5 PM - before 9 PM,2.0
411337,5 PM - before 9 PM,2.0
411459,5 PM - before 9 PM,2.0
411460,5 PM - before 9 PM,2.0
411685,5 PM - before 9 PM,2.0
411687,5 PM - before 9 PM,2.0
411689,5 PM - before 9 PM,2.0
411690,5 PM - before 9 PM,2.0
411693,5 PM - before 9 PM,2.0
411694,5 PM - before 9 PM,2.0
411698,5 PM - before 9 PM,2.0
411798,5 PM - before 9 PM,2.0
411799,5 PM - before 9 PM,2.0
411843,5 PM - before 9 PM,2.0
414168,5 PM - before 9 PM,2.0
430284,5 PM - before 9 PM,2.0
430293,5 PM - before 9 PM,2.0
430335,5 PM - before 9 PM,2.0
430338,5 PM - before 9 PM,2.0
431621,5 PM - before 9 PM,2.0
431631,5 PM - before 9 PM,2.0
431927,5 PM - before 9 PM,2.0
431929,5 PM - before 9 PM,2.0
432319,5 PM - before 9 PM,2.0
432320,5 PM - before 9 PM,2.0
433330,5 PM - before 9 PM,2.0
433331,5 PM - before 9 PM,2.0
433333,5 PM - before 9 PM,2.0
433336,5 PM - before 9 PM,2.0
433701,5 PM - before 9 PM,2.0
435039,5 PM - before 9 PM,2.0
435612,5 PM - before 9 PM,2.0
435613,5 PM - before 9 PM,2.0
435615,5 PM - before 9 PM,2.0
435976,5 PM - before 9 PM,2.0
437231,5 PM - before 9 PM,2.0
437238,5 PM - before 9 PM,2.0
437242,5 PM - before 9 PM,2.0
437248,5 PM - before 9 PM,2.0
437253,5 PM - before 9 PM,2.0
437254,5 PM - before 9 PM,2.0
437767,5 PM - before 9 PM,2.0
437769,5 PM - before 9 PM,2.0
437909,5 PM - before 9 PM,2.0
438991,5 PM - before 9 PM,2.0
438997,5 PM - before 9 PM,2.0
438999,5 PM - before 9 PM,2.0
439002,5 PM - before 9 PM,2.0
439069,5 PM - before 9 PM,2.0
439177,5 PM - before 9 PM,2.0
439178,5 PM - before 9 PM,2.0
439179,5 PM - before 9 PM,2.0
439193,5 PM - before 9 PM,2.0
439198,5 PM - before 9 PM,2.0
439431,5 PM - before 9 PM,2.0
439979,5 PM - before 9 PM,2.0
440504,5 PM - before 9 PM,2.0
441909,5 PM - before 9 PM,2.0
441913,5 PM - before 9 PM,2.0
441916,5 PM - before 9 PM,2.0
441918,5 PM - before 9 PM,2.0
442251,5 PM - before 9 PM,2.0
443647,5 PM - before 9 PM,2.0
443660,5 PM - before 9 PM,2.0
443724,5 PM - before 9 PM,2.0
443730,5 PM - before 9 PM,2.0
443997,5 PM - before 9 PM,2.0
444079,5 PM - before 9 PM,2.0
444425,5 PM - before 9 PM,2.0
444455,5 PM - before 9 PM,2.0
444672,5 PM - before 9 PM,2.0
444675,5 PM - before 9 PM,2.0
444679,5 PM - before 9 PM,2.0
446107,5 PM - before 9 PM,2.0
446505,5 PM - before 9 PM,2.0
447016,5 PM - before 9 PM,2.0
447328,5 PM - before 9 PM,2.0
447367,5 PM - before 9 PM,2.0
447439,5 PM - before 9 PM,2.0
447701,5 PM - before 9 PM,2.0
447702,5 PM - before 9 PM,2.0
447712,5 PM - before 9 PM,2.0
447773,5 PM - before 9 PM,2.0
447992,5 PM - before 9 PM,2.0
448113,5 PM - before 9 PM,2.0
448133,5 PM - before 9 PM,2.0
448578,5 PM - before 9 PM,2.0
448833,5 PM - before 9 PM,2.0
448899,5 PM - before 9 PM,2.0
448902,5 PM - before 9 PM,2.0
448964,5 PM - before 9 PM,2.0
449009,5 PM - before 9 PM,2.0
449038,5 PM - before 9 PM,2.0
449340,5 PM - before 9 PM,2.0
449719,5 PM - before 9 PM,2.0
450075,5 PM - before 9 PM,2.0
450796,5 PM - before 9 PM,2.0
450970,5 PM - before 9 PM,2.0
451421,5 PM - before 9 PM,2.0
451855,5 PM - before 9 PM,2.0
451870,5 PM - before 9 PM,2.0
451893,5 PM - before 9 PM,2.0
451901,5 PM - before 9 PM,2.0
451905,5 PM - before 9 PM,2.0
451912,5 PM - before 9 PM,2.0
451914,5 PM - before 9 PM,2.0
452375,5 PM - before 9 PM,2.0
452561,5 PM - before 9 PM,2.0
452635,5 PM - before 9 PM,2.0
452658,5 PM - before 9 PM,2.0
452747,5 PM - before 9 PM,2.0
452761,5 PM - before 9 PM,2.0
452767,5 PM - before 9 PM,2.0
453023,5 PM - before 9 PM,2.0
453399,5 PM - before 9 PM,2.0
453578,5 PM - before 9 PM,2.0
453868,5 PM - before 9 PM,2.0
454692,5 PM - before 9 PM,2.0
454751,5 PM - before 9 PM,2.0
454831,5 PM - before 9 PM,2.0
454844,5 PM - before 9 PM,2.0
454980,5 PM - before 9 PM,2.0
455010,5 PM - before 9 PM,2.0
455083,5 PM - before 9 PM,2.0
455439,5 PM - before 9 PM,2.0
455623,5 PM - before 9 PM,2.0
455716,5 PM - before 9 PM,2.0
456149,5 PM - before 9 PM,2.0
456175,5 PM - before 9 PM,2.0
456562,5 PM - before 9 PM,2.0
456937,5 PM - before 9 PM,2.0
457213,5 PM - before 9 PM,2.0
458232,5 PM - before 9 PM,2.0
459121,5 PM - before 9 PM,2.0
459292,5 PM - before 9 PM,2.0
459787,5 PM - before 9 PM,2.0
459933,5 PM - before 9 PM,2.0
459934,5 PM - before 9 PM,2.0
459971,5 PM - before 9 PM,2.0
459975,5 PM - before 9 PM,2.0
460193,5 PM - before 9 PM,2.0
460223,5 PM - before 9 PM,2.0
358634,9 AM - before 11 AM,2.0
359632,9 PM or later,2.0
359874,9 AM - before 11 AM,2.0
359876,2 PM - before 5 PM,2.0
360220,9 PM or later,2.0
360511,9 PM or later,2.0
360526,9 AM - before 11 AM,2.0
361515,11 AM - before 2 PM,2.0
362829,11 AM - before 2 PM,2.0
363114,9 AM - before 11 AM,2.0
364513,11 AM - before 2 PM,2.0
364514,11 AM - before 2 PM,2.0
364514,2 PM - before 5 PM,2.0
367348,9 PM or later,2.0
367797,2 PM - before 5 PM,2.0
368244,9 PM or later,2.0
368249,2 PM - before 5 PM,2.0
369533,Before 9 AM,2.0
369847,9 PM or later,2.0
370069,2 PM - before 5 PM,2.0
370069,9 PM or later,2.0
371397,9 AM - before 11 AM,2.0
378873,9 PM or later,2.0
378875,Before 9 AM,2.0
378877,9 PM or later,2.0
378878,Before 9 AM,2.0
378878,9 PM or later,2.0
381312,9 PM or later,2.0
381390,9 PM or later,2.0
381392,9 AM - before 11 AM,2.0
381393,9 PM or later,2.0
381395,9 PM or later,2.0
381497,11 AM - before 2 PM,2.0
381500,9 AM - before 11 AM,2.0
382210,9 AM - before 11 AM,2.0
382212,9 AM - before 11 AM,2.0
382217,9 AM - before 11 AM,2.0
382576,11 AM - before 2 PM,2.0
382754,9 AM - before 11 AM,2.0
391432,9 PM or later,2.0
396259,9 PM or later,2.0
398943,11 AM - before 2 PM,2.0
398945,11 AM - before 2 PM,2.0
399518,Before 9 AM,2.0
399518,9 AM - before 11 AM,2.0
399826,9 PM or later,2.0
399827,9 PM or later,2.0
407567,9 PM or later,2.0
407817,9 PM or later,2.0
409205,9 PM or later,2.0
410852,9 PM or later,2.0
410855,9 AM - before 11 AM,2.0
410858,9 PM or later,2.0
410860,9 AM - before 11 AM,2.0
411334,2 PM - before 5 PM,2.0
411337,11 AM - before 2 PM,2.0
411455,9 AM - before 11 AM,2.0
411459,9 AM - before 11 AM,2.0
411680,Before 9 AM,2.0
411685,9 PM or later,2.0
411687,9 PM or later,2.0
411689,9 PM or later,2.0
411690,9 PM or later,2.0
411694,Before 9 AM,2.0
411695,9 PM or later,2.0
411799,9 AM - before 11 AM,2.0
411816,2 PM - before 5 PM,2.0
430284,Before 9 AM,2.0
430332,2 PM - before 5 PM,2.0
430333,2 PM - before 5 PM,2.0
430336,9 PM or later,2.0
430338,9 PM or later,2.0
430339,2 PM - before 5 PM,2.0
431619,9 AM - before 11 AM,2.0
431929,Before 9 AM,2.0
431929,9 PM or later,2.0
431931,Before 9 AM,2.0
431933,2 PM - before 5 PM,2.0
432319,Before 9 AM,2.0
433330,9 PM or later,2.0
433331,2 PM - before 5 PM,2.0
433333,Before 9 AM,2.0
433334,9 PM or later,2.0
433336,9 PM or later,2.0
433696,9 AM - before 11 AM,2.0
433701,9 AM - before 11 AM,2.0
435043,9 PM or later,2.0
435170,Before 9 AM,2.0
435969,9 AM - before 11 AM,2.0
437232,9 PM or later,2.0
437246,2 PM - before 5 PM,2.0
437250,11 AM - before 2 PM,2.0
438981,9 PM or later,2.0
438982,9 AM - before 11 AM,2.0
438984,Before 9 AM,2.0
438986,11 AM - before 2 PM,2.0
438987,Before 9 AM,2.0
438987,9 PM or later,2.0
438988,11 AM - before 2 PM,2.0
438989,Before 9 AM,2.0
438992,11 AM - before 2 PM,2.0
438993,2 PM - before 5 PM,2.0
438997,9 PM or later,2.0
439002,Before 9 AM,2.0
439066,9 AM - before 11 AM,2.0
439175,Before 9 AM,2.0
439193,9 PM or later,2.0
439198,9 AM - before 11 AM,2.0
439430,Before 9 AM,2.0
439979,9 AM - before 11 AM,2.0
440516,Before 9 AM,2.0
440517,9 AM - before 11 AM,2.0
441315,11 AM - before 2 PM,2.0
441903,Before 9 AM,2.0
441903,9 AM - before 11 AM,2.0
441908,9 AM - before 11 AM,2.0
441943,Before 9 AM,2.0
442249,9 PM or later,2.0
442250,9 PM or later,2.0
442252,Before 9 AM,2.0
442253,9 PM or later,2.0
442343,Before 9 AM,2.0
443346,Before 9 AM,2.0
443346,9 AM - before 11 AM,2.0
443561,9 PM or later,2.0
443654,Before 9 AM,2.0
443657,11 AM - before 2 PM,2.0
443721,9 AM - before 11 AM,2.0
443721,2 PM - before 5 PM,2.0
443724,2 PM - before 5 PM,2.0
443730,9 AM - before 11 AM,2.0
443734,Before 9 AM,2.0
