ID,Dayofweek,Visit#Dayofweek,Weekday#end
389988,Friday,4.0,Weekdays
392124,Friday,4.0,Weekdays
392126,Friday,4.0,Weekdays
392738,Friday,4.0,Weekdays
392746,Friday,4.0,Weekdays
392984,Friday,4.0,Weekdays
393332,Friday,4.0,Weekdays
394573,Friday,4.0,Weekdays
394574,Friday,4.0,Weekdays
394601,Friday,4.0,Weekdays
396267,Friday,4.0,Weekdays
396318,Friday,4.0,Weekdays
396321,Friday,4.0,Weekdays
396328,Friday,4.0,Weekdays
396614,Friday,4.0,Weekdays
397723,Friday,4.0,Weekdays
400209,Friday,4.0,Weekdays
410053,Friday,4.0,Weekdays
410105,Friday,4.0,Weekdays
411992,Friday,4.0,Weekdays
411993,Friday,4.0,Weekdays
412129,Friday,4.0,Weekdays
412532,Friday,4.0,Weekdays
413198,Friday,4.0,Weekdays
414755,Friday,4.0,Weekdays
414884,Friday,4.0,Weekdays
415127,Friday,4.0,Weekdays
415263,Friday,4.0,Weekdays
415473,Friday,4.0,Weekdays
415474,Friday,4.0,Weekdays
415475,Friday,4.0,Weekdays
415476,Friday,4.0,Weekdays
415477,Friday,4.0,Weekdays
415478,Friday,4.0,Weekdays
415479,Friday,4.0,Weekdays
415480,Friday,4.0,Weekdays
415483,Friday,4.0,Weekdays
415486,Friday,4.0,Weekdays
415488,Friday,4.0,Weekdays
415489,Friday,4.0,Weekdays
415490,Friday,4.0,Weekdays
415491,Friday,4.0,Weekdays
415492,Friday,4.0,Weekdays
415493,Friday,4.0,Weekdays
415525,Friday,4.0,Weekdays
415526,Friday,4.0,Weekdays
415528,Friday,4.0,Weekdays
415529,Friday,4.0,Weekdays
415934,Friday,4.0,Weekdays
416088,Friday,4.0,Weekdays
416092,Friday,4.0,Weekdays
416111,Friday,4.0,Weekdays
416160,Friday,4.0,Weekdays
416166,Friday,4.0,Weekdays
416168,Friday,4.0,Weekdays
416188,Friday,4.0,Weekdays
416189,Friday,4.0,Weekdays
416192,Friday,4.0,Weekdays
416194,Friday,4.0,Weekdays
416195,Friday,4.0,Weekdays
416233,Friday,4.0,Weekdays
416235,Friday,4.0,Weekdays
416244,Friday,4.0,Weekdays
416332,Friday,4.0,Weekdays
416344,Friday,4.0,Weekdays
416345,Friday,4.0,Weekdays
416690,Friday,4.0,Weekdays
416924,Friday,4.0,Weekdays
416928,Friday,4.0,Weekdays
417362,Friday,4.0,Weekdays
417508,Friday,4.0,Weekdays
417510,Friday,4.0,Weekdays
417511,Friday,4.0,Weekdays
417512,Friday,4.0,Weekdays
417744,Friday,4.0,Weekdays
419052,Friday,4.0,Weekdays
419104,Friday,4.0,Weekdays
419106,Friday,4.0,Weekdays
419107,Friday,4.0,Weekdays
419108,Friday,4.0,Weekdays
419114,Friday,4.0,Weekdays
419116,Friday,4.0,Weekdays
419117,Friday,4.0,Weekdays
419118,Friday,4.0,Weekdays
419145,Friday,4.0,Weekdays
419223,Friday,4.0,Weekdays
419418,Friday,4.0,Weekdays
419419,Friday,4.0,Weekdays
419420,Friday,4.0,Weekdays
419421,Friday,4.0,Weekdays
440905,Friday,4.0,Weekdays
441230,Friday,4.0,Weekdays
441974,Friday,4.0,Weekdays
441981,Friday,4.0,Weekdays
442634,Friday,4.0,Weekdays
442635,Friday,4.0,Weekdays
442636,Friday,4.0,Weekdays
442777,Friday,4.0,Weekdays
442781,Friday,4.0,Weekdays
444116,Friday,4.0,Weekdays
444441,Friday,4.0,Weekdays
444443,Friday,4.0,Weekdays
444444,Friday,4.0,Weekdays
444445,Friday,4.0,Weekdays
444447,Friday,4.0,Weekdays
444448,Friday,4.0,Weekdays
444449,Friday,4.0,Weekdays
444450,Friday,4.0,Weekdays
444451,Friday,4.0,Weekdays
444452,Friday,4.0,Weekdays
444453,Friday,4.0,Weekdays
444454,Friday,4.0,Weekdays
444562,Friday,4.0,Weekdays
444590,Friday,4.0,Weekdays
444592,Friday,4.0,Weekdays
444601,Friday,4.0,Weekdays
444603,Friday,4.0,Weekdays
444616,Friday,4.0,Weekdays
444617,Friday,4.0,Weekdays
444620,Friday,4.0,Weekdays
444963,Friday,4.0,Weekdays
444964,Friday,4.0,Weekdays
444974,Friday,4.0,Weekdays
445100,Friday,4.0,Weekdays
445208,Friday,4.0,Weekdays
445209,Friday,4.0,Weekdays
445263,Friday,4.0,Weekdays
445300,Friday,4.0,Weekdays
446046,Friday,4.0,Weekdays
446173,Friday,4.0,Weekdays
446209,Friday,4.0,Weekdays
446215,Friday,4.0,Weekdays
446258,Friday,4.0,Weekdays
446489,Friday,4.0,Weekdays
446584,Friday,4.0,Weekdays
344625,Thursday,4.0,Weekdays
344643,Thursday,4.0,Weekdays
345343,Thursday,4.0,Weekdays
346725,Thursday,4.0,Weekdays
346833,Thursday,4.0,Weekdays
346925,Thursday,4.0,Weekdays
347591,Thursday,4.0,Weekdays
347592,Thursday,4.0,Weekdays
347593,Thursday,4.0,Weekdays
347594,Thursday,4.0,Weekdays
348220,Thursday,4.0,Weekdays
348221,Thursday,4.0,Weekdays
348222,Thursday,4.0,Weekdays
348307,Thursday,4.0,Weekdays
348309,Thursday,4.0,Weekdays
348321,Thursday,4.0,Weekdays
348327,Thursday,4.0,Weekdays
348398,Thursday,4.0,Weekdays
357024,Thursday,4.0,Weekdays
357580,Thursday,4.0,Weekdays
358030,Thursday,4.0,Weekdays
358031,Thursday,4.0,Weekdays
358095,Thursday,4.0,Weekdays
358230,Thursday,4.0,Weekdays
358404,Thursday,4.0,Weekdays
358808,Thursday,4.0,Weekdays
358809,Thursday,4.0,Weekdays
358930,Thursday,4.0,Weekdays
358960,Thursday,4.0,Weekdays
358962,Thursday,4.0,Weekdays
358963,Thursday,4.0,Weekdays
359041,Thursday,4.0,Weekdays
359144,Thursday,4.0,Weekdays
359149,Thursday,4.0,Weekdays
359150,Thursday,4.0,Weekdays
359151,Thursday,4.0,Weekdays
359383,Thursday,4.0,Weekdays
359563,Thursday,4.0,Weekdays
359564,Thursday,4.0,Weekdays
360106,Thursday,4.0,Weekdays
360355,Thursday,4.0,Weekdays
360588,Thursday,4.0,Weekdays
360731,Thursday,4.0,Weekdays
360732,Thursday,4.0,Weekdays
360734,Thursday,4.0,Weekdays
360737,Thursday,4.0,Weekdays
361006,Thursday,4.0,Weekdays
361518,Thursday,4.0,Weekdays
361519,Thursday,4.0,Weekdays
361793,Thursday,4.0,Weekdays
361794,Thursday,4.0,Weekdays
362007,Thursday,4.0,Weekdays
362008,Thursday,4.0,Weekdays
362512,Thursday,4.0,Weekdays
362667,Thursday,4.0,Weekdays
362711,Thursday,4.0,Weekdays
363279,Thursday,4.0,Weekdays
363406,Thursday,4.0,Weekdays
365304,Thursday,4.0,Weekdays
365739,Thursday,4.0,Weekdays
365741,Thursday,4.0,Weekdays
365744,Thursday,4.0,Weekdays
366024,Thursday,4.0,Weekdays
366212,Thursday,4.0,Weekdays
366395,Thursday,4.0,Weekdays
366447,Thursday,4.0,Weekdays
366448,Thursday,4.0,Weekdays
366450,Thursday,4.0,Weekdays
366452,Thursday,4.0,Weekdays
366453,Thursday,4.0,Weekdays
366454,Thursday,4.0,Weekdays
366455,Thursday,4.0,Weekdays
366456,Thursday,4.0,Weekdays
366458,Thursday,4.0,Weekdays
366936,Thursday,4.0,Weekdays
367081,Thursday,4.0,Weekdays
367084,Thursday,4.0,Weekdays
367085,Thursday,4.0,Weekdays
367781,Thursday,4.0,Weekdays
368256,Thursday,4.0,Weekdays
368267,Thursday,4.0,Weekdays
368349,Thursday,4.0,Weekdays
377849,Thursday,4.0,Weekdays
379451,Thursday,4.0,Weekdays
379570,Thursday,4.0,Weekdays
382292,Thursday,4.0,Weekdays
382905,Thursday,4.0,Weekdays
383263,Thursday,4.0,Weekdays
383475,Thursday,4.0,Weekdays
383606,Thursday,4.0,Weekdays
383607,Thursday,4.0,Weekdays
383608,Thursday,4.0,Weekdays
383728,Thursday,4.0,Weekdays
383729,Thursday,4.0,Weekdays
383730,Thursday,4.0,Weekdays
383731,Thursday,4.0,Weekdays
383881,Thursday,4.0,Weekdays
384438,Thursday,4.0,Weekdays
385283,Thursday,4.0,Weekdays
386466,Thursday,4.0,Weekdays
386525,Thursday,4.0,Weekdays
386526,Thursday,4.0,Weekdays
386527,Thursday,4.0,Weekdays
386729,Thursday,4.0,Weekdays
386735,Thursday,4.0,Weekdays
386737,Thursday,4.0,Weekdays
386747,Thursday,4.0,Weekdays
386762,Thursday,4.0,Weekdays
386763,Thursday,4.0,Weekdays
386764,Thursday,4.0,Weekdays
386832,Thursday,4.0,Weekdays
386899,Thursday,4.0,Weekdays
386923,Thursday,4.0,Weekdays
388725,Thursday,4.0,Weekdays
389039,Thursday,4.0,Weekdays
389205,Thursday,4.0,Weekdays
389206,Thursday,4.0,Weekdays
389207,Thursday,4.0,Weekdays
389255,Thursday,4.0,Weekdays
389256,Thursday,4.0,Weekdays
389257,Thursday,4.0,Weekdays
389419,Thursday,4.0,Weekdays
389425,Thursday,4.0,Weekdays
389454,Thursday,4.0,Weekdays
389598,Thursday,4.0,Weekdays
389704,Thursday,4.0,Weekdays
389770,Thursday,4.0,Weekdays
389772,Thursday,4.0,Weekdays
389783,Thursday,4.0,Weekdays
389784,Thursday,4.0,Weekdays
389988,Thursday,4.0,Weekdays
392124,Thursday,4.0,Weekdays
392126,Thursday,4.0,Weekdays
392738,Thursday,4.0,Weekdays
392746,Thursday,4.0,Weekdays
392838,Thursday,4.0,Weekdays
392984,Thursday,4.0,Weekdays
393332,Thursday,4.0,Weekdays
394573,Thursday,4.0,Weekdays
394574,Thursday,4.0,Weekdays
394601,Thursday,4.0,Weekdays
396267,Thursday,4.0,Weekdays
396318,Thursday,4.0,Weekdays
396321,Thursday,4.0,Weekdays
396328,Thursday,4.0,Weekdays
396389,Thursday,4.0,Weekdays
396614,Thursday,4.0,Weekdays
397723,Thursday,4.0,Weekdays
400209,Thursday,4.0,Weekdays
409878,Thursday,4.0,Weekdays
410053,Thursday,4.0,Weekdays
410105,Thursday,4.0,Weekdays
411899,Thursday,4.0,Weekdays
411992,Thursday,4.0,Weekdays
411993,Thursday,4.0,Weekdays
412129,Thursday,4.0,Weekdays
412532,Thursday,4.0,Weekdays
412883,Thursday,4.0,Weekdays
412885,Thursday,4.0,Weekdays
413198,Thursday,4.0,Weekdays
414755,Thursday,4.0,Weekdays
415127,Thursday,4.0,Weekdays
415473,Thursday,4.0,Weekdays
415474,Thursday,4.0,Weekdays
415475,Thursday,4.0,Weekdays
415476,Thursday,4.0,Weekdays
415477,Thursday,4.0,Weekdays
415478,Thursday,4.0,Weekdays
415479,Thursday,4.0,Weekdays
415480,Thursday,4.0,Weekdays
415483,Thursday,4.0,Weekdays
415486,Thursday,4.0,Weekdays
415488,Thursday,4.0,Weekdays
415489,Thursday,4.0,Weekdays
415490,Thursday,4.0,Weekdays
415491,Thursday,4.0,Weekdays
415492,Thursday,4.0,Weekdays
415493,Thursday,4.0,Weekdays
415525,Thursday,4.0,Weekdays
415526,Thursday,4.0,Weekdays
415528,Thursday,4.0,Weekdays
415529,Thursday,4.0,Weekdays
416088,Thursday,4.0,Weekdays
416092,Thursday,4.0,Weekdays
416111,Thursday,4.0,Weekdays
416160,Thursday,4.0,Weekdays
416163,Thursday,4.0,Weekdays
416166,Thursday,4.0,Weekdays
416168,Thursday,4.0,Weekdays
416188,Thursday,4.0,Weekdays
416191,Thursday,4.0,Weekdays
416192,Thursday,4.0,Weekdays
416194,Thursday,4.0,Weekdays
416233,Thursday,4.0,Weekdays
416235,Thursday,4.0,Weekdays
416244,Thursday,4.0,Weekdays
416332,Thursday,4.0,Weekdays
416344,Thursday,4.0,Weekdays
416345,Thursday,4.0,Weekdays
416690,Thursday,4.0,Weekdays
416924,Thursday,4.0,Weekdays
416928,Thursday,4.0,Weekdays
417508,Thursday,4.0,Weekdays
417510,Thursday,4.0,Weekdays
417511,Thursday,4.0,Weekdays
417512,Thursday,4.0,Weekdays
417744,Thursday,4.0,Weekdays
418686,Thursday,4.0,Weekdays
418689,Thursday,4.0,Weekdays
419052,Thursday,4.0,Weekdays
419104,Thursday,4.0,Weekdays
419106,Thursday,4.0,Weekdays
419107,Thursday,4.0,Weekdays
419108,Thursday,4.0,Weekdays
419114,Thursday,4.0,Weekdays
419116,Thursday,4.0,Weekdays
419117,Thursday,4.0,Weekdays
419118,Thursday,4.0,Weekdays
419223,Thursday,4.0,Weekdays
419418,Thursday,4.0,Weekdays
419419,Thursday,4.0,Weekdays
419420,Thursday,4.0,Weekdays
419421,Thursday,4.0,Weekdays
440905,Thursday,4.0,Weekdays
441230,Thursday,4.0,Weekdays
441974,Thursday,4.0,Weekdays
441976,Thursday,4.0,Weekdays
442634,Thursday,4.0,Weekdays
442635,Thursday,4.0,Weekdays
442636,Thursday,4.0,Weekdays
442777,Thursday,4.0,Weekdays
444116,Thursday,4.0,Weekdays
444441,Thursday,4.0,Weekdays
444443,Thursday,4.0,Weekdays
444444,Thursday,4.0,Weekdays
444445,Thursday,4.0,Weekdays
444447,Thursday,4.0,Weekdays
444448,Thursday,4.0,Weekdays
444449,Thursday,4.0,Weekdays
444450,Thursday,4.0,Weekdays
444451,Thursday,4.0,Weekdays
444452,Thursday,4.0,Weekdays
444453,Thursday,4.0,Weekdays
444454,Thursday,4.0,Weekdays
444562,Thursday,4.0,Weekdays
444590,Thursday,4.0,Weekdays
444592,Thursday,4.0,Weekdays
444597,Thursday,4.0,Weekdays
444600,Thursday,4.0,Weekdays
444601,Thursday,4.0,Weekdays
444616,Thursday,4.0,Weekdays
444617,Thursday,4.0,Weekdays
444620,Thursday,4.0,Weekdays
444963,Thursday,4.0,Weekdays
444964,Thursday,4.0,Weekdays
445100,Thursday,4.0,Weekdays
445208,Thursday,4.0,Weekdays
445209,Thursday,4.0,Weekdays
445300,Thursday,4.0,Weekdays
446046,Thursday,4.0,Weekdays
446173,Thursday,4.0,Weekdays
446215,Thursday,4.0,Weekdays
446216,Thursday,4.0,Weekdays
446258,Thursday,4.0,Weekdays
446584,Thursday,4.0,Weekdays
